q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
怎么做,"[{""role"":""user"",""content"":""怎么做""}]",亲 参考下哦,,18,"['问题：""怎么做呢"", 答案：""参考下亲""', '问题：""怎么做呀"", 答案：""亲 参考下哦""', '问题：""这个怎么做"", 答案：""亲 参考下哦""', '问题：""怎么做怎么做"", 答案：""亲，参考下哦~""', '问题：""这个要怎么做"", 答案：""亲 参考下哦""', '问题：""怎么"", 答案：""你好 在的亲""', '问题：""那需要怎么做"", 答案：""建议您调整比例再试下哈""', '问题：""怎么操作？"", 答案：""亲 找到您的订单申请退货退款 按要求操作就可以哦""']",,
行,"[{""role"":""user"",""content"":""我问你 是因为我着急用""},{""role"":""user"",""content"":""想知道你迟迟不发货 会不会影响我的使用""},{""role"":""user"",""content"":""我问了你多少遍了""},{""role"":""user"",""content"":""你就一个字都不说""},{""role"":""user"",""content"":""不要让我投诉你的态势""},{""role"":""user"",""content"":""行""}]",亲，确认收货后联系客服给您申请哈,,18,"['问题：""行"", 答案：""好的""', '问题：""行"", 答案：""🌹""', '问题：""行"", 答案：""确认下亲""', '问题：""行"", 答案：""亲这边联系快递核实重量没问题的哈""', '问题：""行"", 答案：""实在抱歉了亲""', '问题：""乖，为啥让我重拍，是不是看我太闲了补偿5元吧，不墨迹了，都是年轻人"", 答案：""行吧""', '问题：""行吧"", 答案：""确认收货后联系客服给您申请哈亲""', '问题：""也行"", 答案：""亲 确认收货后与我们联系哦""']",,
哦哦,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""学生可以吃吗""},{""role"":""assistant"",""content"":""可以的 亲""},{""role"":""user"",""content"":""今天几次一""},{""role"":""assistant"",""content"":""亲 没有具体次数哦 根据您自己的情况""},{""role"":""user"",""content"":""哦哦""}]",嗯嗯,嗯嗯,"18,10","['问题：""哦"", 答案：""好的亲🌹""', '问题：""哦"", 答案：""确认收货后联系客服申请补偿2元哈""', '问题：""嗯嗯"", 答案：""会有专人处理的哦""', '问题：""那"", 答案：""嗯嗯""', '问题：""额"", 答案：""🌹""', '问题：""好吧"", 答案：""好的""', '问题：""罐子有点喜欢。吃完可以用用，哈哈"", 答案：""好的""', '问题：""好吧~"", 答案：""好的""']",,
哦哦,"[{""role"":""user"",""content"":""是无糖的吗""},{""role"":""assistant"",""content"":""无蔗糖的亲""},{""role"":""user"",""content"":""什么时候发货""},{""role"":""assistant"",""content"":""亲亲，正常48小时内发货呢~""},{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""哦哦""}]",嗯嗯,嗯嗯,18,"['问题：""哦"", 答案：""好的亲🌹""', '问题：""哦"", 答案：""确认收货后联系客服申请补偿2元哈""']",,
3大罐有几斤,"[{""role"":""user"",""content"":""3大罐有几斤""}]",袋装500g 桶装400g 罐装300g 您根据选项拍亲,袋装500g 桶装400g 罐装300g 您根据选项拍亲,18,"['问题：""3大罐是几斤"", 答案：""亲，一罐300g哦。""', '问题：""三大罐多少斤啊"", 答案：""亲，一罐500g""', '问题：""3大罐多少克"", 答案：""亲，一罐500g哦。""', '问题：""两大罐有几斤"", 答案：""一罐350g的亲 二罐是700g""', '问题：""三大罐多少克"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""你好请问3大罐有几多斤？"", 答案：""亲，一罐300g哦。""', '问题：""1罐多少斤"", 答案：""哪款亲""', '问题：""一罐多少斤"", 答案：""亲，一罐的重量是500g哦~""']",,
确认了,"[{""role"":""user"",""content"":""好吧""},{""role"":""assistant"",""content"":""好的""},{""role"":""user"",""content"":""嗯""},{""role"":""user"",""content"":""确认了""}]",好的亲,,18,"['问题：""确定"", 答案：""是的 亲""', '问题：""我申请退货。"", 答案：""确认下""', '问题：""已经确认收货了，可以补了吧"", 答案：""确认一下""', '问题：""确定一下"", 答案：""好的""', '问题：""已经确认收货了"", 答案：""没有哈亲""', '问题：""怎么的，我还在思考，就下单了，谢谢你们，我要撤单，……"", 答案：""好的，确认下哈""', '问题：""收到"", 答案：""仓库核实以后会及时处理的哈""', '问题：""系统已经确认收货了"", 答案：""确认下亲""']",,
怎么吃？,"[{""role"":""user"",""content"":""怎么吃？""}]",亲，热水冲泡即可哦~,,18,"['问题：""怎么吃？"", 答案：""亲。冲泡即食的""', '问题：""怎么吃"", 答案：""冲泡即食的亲""', '问题：""怎么吃"", 答案：""热水冲泡即可""', '问题：""这个是怎么吃的？"", 答案：""亲，这个是开水冲泡即可食用的哦~""', '问题：""怎麼吃法"", 答案：""100度沸水冲泡 从内到外搅拌至均匀即可""', '问题：""怎么吃怎么吃"", 答案：""亲，热水冲泡即可哦~""', '问题：""这个怎么吃法？"", 答案：""亲 可以直接用开水冲泡哦""', '问题：""这个这样咋吃呀"", 答案：""亲亲可以过滤一下试下哦""']",,
怎么吃？,"[{""role"":""user"",""content"":""怎么吃？""}]",亲，热水冲泡即可哦~,亲，热水冲泡即可哦~,18,"['问题：""怎么吃？"", 答案：""亲。冲泡即食的""', '问题：""怎么吃"", 答案：""冲泡即食的亲""', '问题：""怎么吃"", 答案：""热水冲泡即可""', '问题：""这个是怎么吃的？"", 答案：""亲，这个是开水冲泡即可食用的哦~""', '问题：""怎麼吃法"", 答案：""100度沸水冲泡 从内到外搅拌至均匀即可""', '问题：""怎么吃怎么吃"", 答案：""亲，热水冲泡即可哦~""', '问题：""这个怎么吃法？"", 答案：""亲 可以直接用开水冲泡哦""', '问题：""这个这样咋吃呀"", 答案：""亲亲可以过滤一下试下哦""']",,
怎么用,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""牛奶➕芒果各两斤""},{""role"":""user"",""content"":""牛奶芒果各两斤""},{""role"":""assistant"",""content"":""亲 已备注""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""好的亲?""},{""role"":""user"",""content"":""怎么用""}]",亲 参考下哦,,18,"['问题：""怎么用"", 答案：""冲泡即食哈亲""', '问题：""怎么使用"", 答案：""热水冲泡即可""', '问题：""怎么"", 答案：""你好 在的亲""', '问题：""怎么用怎么冲"", 答案：""看一下亲""', '问题：""怎么操作？"", 答案：""订单上申请就可以""', '问题：""怎么操作？"", 答案：""亲 找到您的订单申请退货退款 按要求操作就可以哦""', '问题：""这个怎么使用有使用方法吗，商用"", 答案：""亲 参考下哦""', '问题：""怎么使用？怎么操作？有说明书吗"", 答案：""亲 参考下哦""']",,
一桶多少克,"[{""role"":""user"",""content"":""一桶多少克""}]",袋装500g 桶装400g 罐装300g 您根据选项拍亲,一罐500g,"18,8","['问题：""一桶多少克"", 答案：""500g的""', '问题：""一桶多少克？"", 答案：""500g的亲""', '问题：""一桶多少克？"", 答案：""亲 一罐500g""', '问题：""多少克1桶"", 答案：""500g""', '问题：""请问一桶多少克"", 答案：""亲，一罐300g哦。""', '问题：""一桶多少"", 答案：""亲，一罐的重量是500g哦~""', '问题：""每桶有多少克？"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一桶多少克都是怎么吃"", 答案：""350g""', '问题：""三大桶多少克"", 答案：""亲 一罐500g""', '问题：""1桶多少份量"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""']",,
一瓶多少克,"[{""role"":""user"",""content"":""一瓶多少克""}]",亲，一罐的重量是300g哦~,,18,"['问题：""一瓶多少克"", 答案：""亲，一罐300g""', '问题：""一瓶是多少克"", 答案：""一罐350g的亲 二罐是700g""', '问题：""1瓶是多少克呢？"", 答案：""300g""', '问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克"", 答案：""亲 一罐350g""']",,
好的,"[{""role"":""user"",""content"":""好的👌🏻""},{""role"":""user"",""content"":""我又重新拍了订单，请尽快安排发货[嘻嘻]""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""你好，杯子和勺子没给吗"", 答案：""亲 拍照看下哦""', '问题：""给我别忘给我代葾和勺子"", 答案：""您的订单没有""', '问题：""送个碗给我吧"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""重新拍下，给我送个勺"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""给我发个杯子勺子好吗？"", 答案：""实在抱歉哈亲这个本身就是属于赠品没法补发的哈""', '问题：""我忘看了，能给带个杯和勺吗"", 答案：""亲，您的订单没有包含杯和勺哦""', '问题：""我拍的这个是送碗勺的，我这缺一个勺子。"", 答案：""亲，看下快递箱夹缝中有没有""', '问题：""我收到没有勺，有个碗"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""我的勺子呢"", 答案：""亲看下是不是卡在箱子什么地方了""', '问题：""最好给我补发一个高质量的杯子"", 答案：""拍照这边核实一下哈""']",,
好的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""自制小冰箱是一块发吗""},{""role"":""assistant"",""content"":""是自制小冰箱视频教程哦亲。""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,"18,7","['问题：""你好，什么样的小冰箱"", 答案：""亲，是自制小冰箱的制作视频哦""', '问题：""自制小冰箱.长什么样"", 答案：""是自制小冰箱视频亲，下单后联系客服发给您哈""', '问题：""自制小冰箱的视频分享一下"", 答案：""参考下哈""', '问题：""自制小冰箱是什么？"", 答案：""亲，自制小冰箱视频哈""', '问题：""请问小冰箱是怎么回事？"", 答案：""亲，自制小冰箱视频哈""', '问题：""怎么领取自制小冰箱视频"", 答案：""亲 付款后与我们联系哦""', '问题：""自制小冰箱还送吗？"", 答案：""自制小冰箱视频亲""', '问题：""小冰箱什么样子的？是多大容量的？"", 答案：""亲 是小冰箱制作视频哦""', '问题：""是有小冰箱送吗，有广告海报吗"", 答案：""亲 是制作小冰箱的视频""', '问题：""下单就送自制小冰箱小冰箱是什么样的"", 答案：""自制小冰箱视频亲""']",,
好的,"[{""role"":""user"",""content"":""杯子是玻璃的，还是塑料的""},{""role"":""assistant"",""content"":""亲，杯子是玻璃的哦~""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,"18,8","['问题：""那个杯子是玻璃的吗？"", 答案：""是的亲""', '问题：""送玻璃杯子吗还是塑料的"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""是玻璃瓶装还是塑料瓶装？"", 答案：""塑料的""', '问题：""塑料杯怎么做"", 答案：""什么塑料杯""', '问题：""的说是玻璃罐瓶装，怎么是塑料瓶装的呢？"", 答案：""亲亲，正常就是塑料灌装的哈""', '问题：""玻璃杯和上面怎么不一样"", 答案：""亲亲，仓库随机发的哈""', '问题：""亲，杯子有问啊？"", 答案：""什么问题呢亲""', '问题：""杯子坏的"", 答案：""亲，可能是快递运输过程中挤压导致的哈""']",,
好的,"[{""role"":""user"",""content"":""跟双皮奶有什么区别？""},{""role"":""user"",""content"":""甜度呢""},{""role"":""user"",""content"":""这个甜吗""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,"18,7","['问题：""布丁的做法和双皮奶有什么区别"", 答案：""亲 参考下哦""', '问题：""椰奶和双皮奶是一样的吗区别是啥"", 答案：""亲，椰奶和双皮奶的主要区别在于口感和成分哦。椰奶口感更细腻，成分中添加了椰子粉，味道更香甜。双皮奶粉口感更浓郁，成分中添加了牛奶粉，味道更醇厚。""', '问题：""问哈，椰奶冻粉和双皮奶粉有什么区别吗？不一样吗？"", 答案：""亲，椰奶冻粉和双皮奶粉的主要区别在于口感和成分哦。椰奶冻粉口感更细腻，成分中添加了椰子粉，味道更香甜。双皮奶粉口感更浓郁，成分中添加了牛奶粉，味道更醇厚。""', '问题：""请问双皮奶那样了还能吃吗？"", 答案：""你好具体什么问题呢亲""', '问题：""怎么做成双皮奶？我哦看评论区能最出来"", 答案：""亲 参考下哦""', '问题：""双皮奶里面我加的纯牛奶一般的纯牛奶是不是也有含糖分"", 答案：""是的亲，牛奶中也含糖的""', '问题：""别人买的怎么没有奶味啊？"", 答案：""亲亲，每个人的口味都是不一样的哦""', '问题：""芒果加双皮奶可以吗"", 答案：""亲 已备注""', '问题：""我想知道用什么牛奶"", 答案：""不需要牛奶哈""', '问题：""我要的是四个口味，怎么全部给我发成牛奶味？"", 答案：""实在抱歉亲可能是仓库那边发错了""']",,
好的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""三大罐多少克""},{""role"":""user"",""content"":""送碗勺是什么样的""},{""role"":""assistant"",""content"":""亲 我们这边没有实物 您可以参考下评论区哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""是的太便宜了"", 答案：""亲 我们是厂家直销""', '问题：""怎么这么便宜"", 答案：""亲 是活动价格哦""', '问题：""怎么这么便宜"", 答案：""活动价哈亲""', '问题：""怎么这便宜"", 答案：""亲 我们是厂家直销哦""', '问题：""为什么很便宜？"", 答案：""亲亲，以订单价格为准哈。价格非常低哈""', '问题：""怎么这么便宜？"", 答案：""优惠价""', '问题：""太贵了吧！"", 答案：""已经是很优惠的价格了""', '问题：""就是跟别的比便宜太多了"", 答案：""优惠价哈""', '问题：""为啥这么便宜了，"", 答案：""活动价哈亲""', '问题：""什么时候发货？什么时候发货？什么时候发货？什么时候发货？没有打折吗没有打折吗"", 答案：""已经是很优惠的价格了哦""']",,
好的,"[{""role"":""user"",""content"":""早点发好吗？谢谢""},{""role"":""assistant"",""content"":""亲亲，会尽快安排的哈""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""好的亲?""},{""role"":""user"",""content"":""你好，每罐是净重500克吗？想买10罐""},{""role"":""assistant"",""content"":""亲，一罐500g哦。""},{""role"":""user"",""content"":""写的是净重500克是吗""},{""role"":""assistant"",""content"":""是的亲""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,"18,9","['问题：""净重500克"", 答案：""亲，每桶500克""', '问题：""是净含量500克吗？"", 答案：""亲，是的，每桶净含量500克""', '问题：""净重600克吗？"", 答案：""一罐600g的""', '问题：""请1袋500克是尽重吗？"", 答案：""你好 在的亲""', '问题：""请问1袋500克是尽重吗？"", 答案：""亲，一袋500g哦。""', '问题：""要500克那种的"", 答案：""是的亲需要拍60斤哈价格是410""', '问题：""不是净重"", 答案：""不是的""', '问题：""货刚收到连罐500克不是净重"", 答案：""电子称重称下咱看下亲""', '问题：""你给我发的是500克的呀"", 答案：""对的""', '问题：""重量不对呀有500克吗，链接图片上写好是500克呀不符"", 答案：""五百可的""']",,
好的,"[{""role"":""user"",""content"":""你好""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""我刚拍的，我要香芋的和巧克力的""},{""role"":""assistant"",""content"":""亲，已备注哦~""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""要香芋 和草莓的"", 答案：""已备注亲""', '问题：""我要一份香芋的，一份原味的"", 答案：""已备注""', '问题：""要香芋，草莓"", 答案：""已备注""', '问题：""买了我要芒果跟香芋的"", 答案：""好的亲，已备注""', '问题：""我要芒果跟香芋味儿"", 答案：""备注了亲""', '问题：""我要一斤芒果味，和香芋味的"", 答案：""亲 已备注""', '问题：""我先要一个香芋一个草莓"", 答案：""亲 您拍的这个选项不支持备注 可以拍随意搭配的选项""', '问题：""拍完了芒果，草莓，香芋，巧克力"", 答案：""好的亲 备注了""']",,
好的,"[{""role"":""user"",""content"":""两个口味芒果味和抹茶味""},{""role"":""assistant"",""content"":""亲 已备注""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""可以做冰沙吗"", 答案：""不清楚哈""', '问题：""这个能放冰粉里吗"", 答案：""根据自己需求哦亲""', '问题：""那该怎么弄啊不放冰箱放哪"", 答案：""亲可以稍微调整一下比例增加凝固性试下哦""', '问题：""可以放绵绵冰上面吗"", 答案：""亲 您可以试下哦""', '问题：""我做冰的用哪款"", 答案：""根据自己口味哈""', '问题：""冰水呀"", 答案：""亲 比例是多少""', '问题：""为什么中午做好了，下午就出水了"", 答案：""亲是放冰箱的吗""', '问题：""要打多久 冰沙机打时间一样吗"", 答案：""亲可以注意观察看下哦""', '问题：""做好用放在冰箱么"", 答案：""冰箱能储存3-5天，需要盖上保鲜膜冷藏储存，尽量新鲜食用，不宜长时间保存。""', '问题：""我在学校上哪去搞冰箱这个一定要放冰箱吗"", 答案：""亲 也可以不用放冰箱哦""']",,
好的,"[{""role"":""user"",""content"":""怎么制作""},{""role"":""assistant"",""content"":""亲 参考下哦""},{""role"":""assistant"",""content"":""亲 已备注""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""无糖的有不"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""我要不含糖的可以吗？"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""有无糖的吗"", 答案：""亲。商品零添加蔗糖的，只有商品本身富有的糖份哈""', '问题：""含糖吗？"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""含糖吗？"", 答案：""无蔗糖的""', '问题：""是无糖的吗？"", 答案：""无蔗糖的亲""', '问题：""好的没有甜味的吧，不含糖吗"", 答案：""零添加蔗糖哈产品本身可能含有一定的糖份""', '问题：""含糖吗哪里发货无糖的吧"", 答案：""亲亲，零添加蔗糖，只有商品本身赋有的糖份哈~""', '问题：""你这产品是不含糖的？"", 答案：""亲 实际口感会甜哦""', '问题：""是无糖的吗"", 答案：""零添加蔗糖亲。但是商品本身富有糖份哈""']",,
好的,"[{""role"":""user"",""content"":""收到了""},{""role"":""assistant"",""content"":""好的 亲""},{""role"":""user"",""content"":""就这一个""},{""role"":""assistant"",""content"":""亲 拍下带有商品名称的照片哦""},{""role"":""assistant"",""content"":""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。""},{""role"":""user"",""content"":""还有一个就是凹下去了""},{""role"":""assistant"",""content"":""亲，抱歉呢 快递运输途中挤压造成的 不影响食用的哦 给您补偿2元可以吗。""},{""role"":""user"",""content"":""好的""}]",,亲 确认收货后与我们联系哦,18,"['问题：""压扁了"", 答案：""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""', '问题：""还有这两个"", 答案：""亲，退款专员会处理的。您耐心等待下哈""', '问题：""亲有一个破掉了。"", 答案：""亲 实在是抱歉呢 这个不影响您食用 申请2元的补偿可以吗""', '问题：""还有一袋破洞了"", 答案：""可以等都收到之后看下亲""', '问题：""有一袋有个洞"", 答案：""您看下漏了几袋""', '问题：""这个有破损"", 答案：""亲看下破损几袋""', '问题：""破了两个洞好"", 答案：""亲，确认收货以后联系我们帮您处理哈""', '问题：""还有一个呢"", 答案：""这个我们不清楚的""']",,
好的,"[{""role"":""user"",""content"":""我想退货""},{""role"":""assistant"",""content"":""亲 可以在订单上申请退款哦""},{""role"":""user"",""content"":""0我看到视频说买三袋赠两袋，想换""},{""role"":""assistant"",""content"":""亲 我们这边没有这个活动哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""我买的是三袋，打开了二袋"", 答案：""只能退一袋哦""', '问题：""哦我这个不送。我买了三袋怎么还不送？退了吧。"", 答案：""亲直接申请退款就可以哈""', '问题：""我这边就收到一袋啊没那个送一"", 答案：""您下单的选项是一袋哈""', '问题：""为啥只有3袋"", 答案：""两个包裹发出的亲""', '问题：""那打开吃了一吨能退货吗"", 答案：""亲 可以退另外两袋哦""', '问题：""那我买的是500g的吗我看广告是2袋"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""就一袋是吗？那上面写的买一送一"", 答案：""亲拍的不是买一送一的选项哈""', '问题：""开了一袋我就不退了，还有两袋退给你，吃不了"", 答案：""那您申请部分退货退款吧亲，后续有专人处理的""']",,
好的,"[{""role"":""user"",""content"":""发个烧仙草的教程""},{""role"":""assistant"",""content"":""亲 参考下哦""},{""role"":""user"",""content"":""谢谢""},{""role"":""assistant"",""content"":""亲 不客气哦""},{""role"":""user"",""content"":""过滤网什么样""},{""role"":""assistant"",""content"":""就是普通的过滤网哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""减肥不"", 答案：""亲亲，零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""无糖的吗"", 答案：""亲，我们的商品都是无糖的，但是产品本身含有糖份哦~""', '问题：""减肥人能喝吗？"", 答案：""可以试下亲""', '问题：""是不是无糖的"", 答案：""无蔗糖的亲""', '问题：""是不是无糖的"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""', '问题：""这个减肥期间可以喝吗？"", 答案：""可以的""', '问题：""不是净重"", 答案：""不是的""', '问题：""是无糖的吗"", 答案：""无蔗糖的""', '问题：""会不会，发胖"", 答案：""亲。商品零添加蔗糖，会不会发胖因个人体质不同，无法给到您准确的答复哈。""', '问题：""无糖的有不"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""']",,
好的,"[{""role"":""user"",""content"":""你好，为什么我都退款了，还送来了""},{""role"":""user"",""content"":""[囧]""},{""role"":""assistant"",""content"":""亲 您可以用到吗""},{""role"":""user"",""content"":""我不需要了…""},{""role"":""user"",""content"":""请问怎么处理比较合适""},{""role"":""assistant"",""content"":""亲 显示已经退款成功 退货包运费无法补贴了哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""布丁粉100克，加多少水？"", 答案：""亲，布丁粉100克，加600克水哦。""', '问题：""一斤布丁粉放多少水呢"", 答案：""亲亲，100g布丁粉需要放600g水哦~""', '问题：""一斤布丁粉多少水"", 答案：""1:6的亲""', '问题：""100克布丁粉放多少水来着？亲爱的"", 答案：""亲，100克布丁粉放600g的水哦。""', '问题：""4000ml 水   放多少克布丁粉"", 答案：""按重量比例""', '问题：""可以100克布丁粉  1000毫升水吗"", 答案：""1:6的亲""', '问题：""布丁一包粉放多少水有比例吗"", 答案：""亲，按照1:6的比例添加水哦~""', '问题：""到200毫升布丁粉那要放多少水"", 答案：""亲 需要上称称重的哦""', '问题：""100g布丁粉是多少ml"", 答案：""建议称一下哦""', '问题：""一百克放多少水？"", 答案：""参考下亲""']",,
好的,"[{""role"":""user"",""content"":""冲出来怎么样""},{""role"":""user"",""content"":""是熟籽吗""},{""role"":""assistant"",""content"":""亲亲，我们的黄瓜籽粉是熟的哦~""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,"18,8","['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
好的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""还要不要要糖""},{""role"":""user"",""content"":""收到了""},{""role"":""assistant"",""content"":""亲亲，这个商品不需要加糖哦，您可以根据自己的口味添加一些糖哦~""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""有糖吗"", 答案：""亲亲，根据选项下单。有无糖的。有含糖的""', '问题：""糖呢？加吗"", 答案：""亲亲，这个商品不需要加糖哦，您可以根据自己的口味添加一些糖""', '问题：""有糖的吗"", 答案：""亲 本身是会有甜味的哦""', '问题：""需要自己加糖吗"", 答案：""可以根据自己口味哈""', '问题：""需要加糖吗？"", 答案：""可以根据口味适量加些亲""', '问题：""用加糖吗"", 答案：""亲 可以不用加糖哦""', '问题：""不用加糖吗"", 答案：""根据个人口味哈""', '问题：""想买有糖的"", 答案：""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""']",,
好的,"[{""role"":""user"",""content"":""没有什么味道吧""},{""role"":""assistant"",""content"":""亲 没有别的味道哦""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""都没味道"", 答案：""亲可以根据自己口味加点糖之类的哦""', '问题：""没有味道吗？"", 答案：""亲，商品零添加蔗糖的，只有商品本身富有的糖份""', '问题：""真的不知道什么味"", 答案：""亲亲，保证商品质量的哈""', '问题：""怎么有种特殊味呀"", 答案：""什么味道呢""', '问题：""你们是有那个叫于危险吗？运费险吗？真空包装的"", 答案：""不会有异味的哈亲""', '问题：""是用开水冲的怎么有呢‘你看产品处理呀"", 答案：""不会有腥味亲""', '问题：""什么味道的"", 答案：""亲亲可以参考评论区看下哦""', '问题：""？那发的啥味道"", 答案：""随机的亲""']",,
好的,"[{""role"":""user"",""content"":""成型了就有一层白色的""},{""role"":""user"",""content"":""搅拌可能有五六分钟吧""},{""role"":""user"",""content"":""好吧，再试一下，不行可以退回的吧""},{""role"":""assistant"",""content"":""没拆开的可以哦""},{""role"":""user"",""content"":""打开了一包""},{""role"":""assistant"",""content"":""亲实在不满意没拆开的可以退的哈""},{""role"":""user"",""content"":""就用这个打开的这一包试一下，如果不行的话我就退回三包可以吧""},{""role"":""assistant"",""content"":""可以的亲""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""你好忘记备注了"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我要芒果送香芋"", 答案：""下单后联系客服备注哈""', '问题：""盒子早扔了没单号了"", 答案：""亲 商品现在在您那里吗""', '问题：""可以发两种不同口味吗？拍成两个一样的了[擦汗]"", 答案：""根据选项下单哦亲没法备注哈""', '问题：""要联系商家"", 答案：""亲 您可以直接在订单上申请""', '问题：""1个货没到齐所以我问"", 答案：""有可能漏发了，您包裹中是 几袋""', '问题：""[大哭]忘记备注了"", 答案：""亲 已经发出了哦""', '问题：""今发货吗"", 答案：""亲 正在备货""']",,
好的,"[{""role"":""user"",""content"":""发的什么货，，""},{""role"":""assistant"",""content"":""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""},{""role"":""user"",""content"":""那谁知道呢？这些罐又还好""},{""role"":""assistant"",""content"":""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。""},{""role"":""user"",""content"":""一罐也可以换，补这么点点""},{""role"":""user"",""content"":""最少也得补5元""},{""role"":""assistant"",""content"":""抱歉亲我这边权限只能3元""},{""role"":""user"",""content"":""那就不为难你了，补3元算了""},{""role"":""assistant"",""content"":""亲，确认收货后联系客服给您申请哈""},{""role"":""user"",""content"":""好的""}]",,好的亲🌹,18,"['问题：""这个数量太少能换两罐大的吗这一款退回行吗"", 答案：""一罐350g的亲 二罐是700g""', '问题：""能换两罐大的吗大的有多大"", 答案：""已经是大罐了""', '问题：""还有一罐没拍，补2元吧"", 答案：""好的亲 确认收货后联系我哦""', '问题：""要么退一罐的钱，要么补一罐"", 答案：""好的亲。那您通过订单申请换货哈。破损的商品寄回，咱们重新给您发出哈。""', '问题：""每罐少55克左右，共5罐，"", 答案：""亲 一罐500g""', '问题：""两桶没开，一桶是要吃的才打开，出现这样，太难吃了"", 答案：""亲 可以退两罐哦""', '问题：""已经打开了一灌"", 答案：""亲 可以退另外4罐哦""', '问题：""一罐。"", 答案：""亲 这边给您补发一罐可以吧""']",,
